Clase,lat,lng
SU,-34.640384,-58.440293
DI,-34.594706,-58.440219
SU,-34.628880,-58.440197
DI,-34.593512,-58.440143
OF,-34.570169,-58.440115
SU,-34.614780,-58.440091
SU,-34.565706,-58.440066
SU,-34.570118,-58.440039
SU,-34.616732,-58.440038
SU,-34.580679,-58.440027
SU,-34.594938,-58.440002
SU,-34.616935,-58.439952
SU,-34.616935,-58.439952
SU,-34.616935,-58.439952
SU,-34.616935,-58.439952
RE,-34.570121,-58.439950
SU,-34.615886,-58.439947
SU,-34.617046,-58.439905
SU,-34.604805,-58.439903
SU,-34.583823,-58.439902
SU,-34.633059,-58.439900
SU,-34.633059,-58.439900
SU,-34.582077,-58.439850
SU,-34.609668,-58.439848
SU,-34.554931,-58.439830
SU,-34.611010,-58.439755
SU,-34.630748,-58.439749
SU,-34.630550,-58.439688
SU,-34.641710,-58.439685
SU,-34.617000,-58.439680
SU,-34.617000,-58.439680
DI,-34.595281,-58.439675
SU,-34.618195,-58.439630
SU,-34.613288,-58.439556
SU,-34.663582,-58.439524
DI,-34.556411,-58.439511
SU,-34.621703,-58.439430
SU,-34.621703,-58.439430
SU,-34.592277,-58.439423
SU,-34.600162,-58.439418
SU,-34.593748,-58.439392
SU,-34.593748,-58.439392
SU,-34.604030,-58.439369
SU,-34.629079,-58.439310
SU,-34.593685,-58.439298
SU,-34.644540,-58.439276
SU,-34.606538,-58.439245
SU,-34.613183,-58.439101
SU,-34.597146,-58.439085
SU,-34.563466,-58.439042
SU,-34.588227,-58.439038
OF,-34.569361,-58.439009
SU,-34.583153,-58.438972
SU,-34.583153,-58.438972
DI,-34.579518,-58.438866
DI,-34.627334,-58.438835
SU,-34.612940,-58.438828
SU,-34.621722,-58.438805
SU,-34.592740,-58.438784
SU,-34.592740,-58.438784
DI,-34.595334,-58.438725
SU,-34.573368,-58.438694
SU,-34.603585,-58.438678
SU,-34.622901,-58.438657
SU,-34.565286,-58.438618
SU,-34.565286,-58.438618
SU,-34.608880,-58.438594
SU,-34.573165,-58.438589
SU,-34.614403,-58.438570
SU,-34.614403,-58.438570
SU,-34.620870,-58.438560
SU,-34.621080,-58.438368
SU,-34.613044,-58.438367
SU,-34.634147,-58.438347
SU,-34.622738,-58.438338
SU,-34.596718,-58.438331
SU,-34.576476,-58.438322
SU,-34.645497,-58.438308
SU,-34.645497,-58.438308
SU,-34.645497,-58.438308
SU,-34.593006,-58.438214
SU,-34.624799,-58.438210
SU,-34.591454,-58.438148
SU,-34.582795,-58.438133
SU,-34.596955,-58.438108
SU,-34.603337,-58.438106
SU,-34.573835,-58.438037
SU,-34.634449,-58.438032
SU,-34.578928,-58.438020
SU,-34.578928,-58.438020
SU,-34.642799,-58.437982
SU,-34.612017,-58.437921
SU,-34.582831,-58.437911
SU,-34.582831,-58.437911
SU,-34.646745,-58.437870
SU,-34.646745,-58.437870
SU,-34.600925,-58.437844
SU,-34.632369,-58.437790
SU,-34.632369,-58.437790
SU,-34.601653,-58.437775
SU,-34.573555,-58.437711
SU,-34.614078,-58.437686
SU,-34.601574,-58.437650
SU,-34.565644,-58.437628
OF,-34.565644,-58.437628
SU,-34.631689,-58.437573
SU,-34.584572,-58.437568
SU,-34.643438,-58.437524
SU,-34.589471,-58.437505
SU,-34.613104,-58.437485
SU,-34.613104,-58.437485
SU,-34.616095,-58.437437
SU,-34.616095,-58.437437
SU,-34.616095,-58.437437
SU,-34.647342,-58.437404
SU,-34.647342,-58.437404
SU,-34.578355,-58.437362
SU,-34.578355,-58.437362
SU,-34.597762,-58.437348
SU,-34.578304,-58.437304
SU,-34.578304,-58.437304
SU,-34.578304,-58.437304
SU,-34.578304,-58.437304
SU,-34.578304,-58.437304
SU,-34.578304,-58.437304
SU,-34.578304,-58.437304
SU,-34.578304,-58.437304
RE,-34.621239,-58.437303
SU,-34.658498,-58.437263
SU,-34.578254,-58.437246
SU,-34.578254,-58.437246
SU,-34.620427,-58.437190
SU,-34.597793,-58.437173
SU,-34.600321,-58.437166
SU,-34.600321,-58.437166
SU,-34.622837,-58.437131
SU,-34.589770,-58.437056
SU,-34.602638,-58.437016
SU,-34.622112,-58.436884
SU,-34.622072,-58.436803
SU,-34.611774,-58.436794
SU,-34.611774,-58.436794
SU,-34.577689,-58.436773
DI,-34.592951,-58.436772
SU,-34.574570,-58.436727
DI,-34.596969,-58.436691
SU,-34.621511,-58.436684
SU,-34.600031,-58.436679
SU,-34.613652,-58.436672
SU,-34.601067,-58.436659
SU,-34.614128,-58.436545
SU,-34.614128,-58.436545
RE,-34.588634,-58.436489
SU,-34.643438,-58.436468
SU,-34.611896,-58.436450
RE,-34.620765,-58.436422
SU,-34.598231,-58.436373
SU,-34.618681,-58.436366
SU,-34.597026,-58.436322
SU,-34.600416,-58.436319
SU,-34.588954,-58.436310
SU,-34.624380,-58.436292
SU,-34.625240,-58.436275
SU,-34.625240,-58.436275
SU,-34.579604,-58.436225
SU,-34.625293,-58.436154
SU,-34.625450,-58.436151
SU,-34.577995,-58.436140
SU,-34.577995,-58.436140
SU,-34.659523,-58.436098
SU,-34.659523,-58.436098
SU,-34.618210,-58.436066
SU,-34.578058,-58.436061
SU,-34.578911,-58.436052
DI,-34.591820,-58.436030
DI,-34.608856,-58.436008
SU,-34.611811,-58.435971
SU,-34.611811,-58.435971
SU,-34.611811,-58.435971
SU,-34.575306,-58.435966
OF,-34.613562,-58.435960
SU,-34.626733,-58.435944
DI,-34.598161,-58.435916
DI,-34.598161,-58.435916
SU,-34.591082,-58.435876
DI,-34.591056,-58.435831
DI,-34.591056,-58.435831
SU,-34.591175,-58.435826
SU,-34.637199,-58.435822
DI,-34.577007,-58.435817
SU,-34.621391,-58.435770
DI,-34.593950,-58.435751
SU,-34.591131,-58.435748
SU,-34.591131,-58.435748
SU,-34.591131,-58.435748
SU,-34.591131,-58.435748
SU,-34.597488,-58.435735
SU,-34.597488,-58.435735
OF,-34.614373,-58.435706
DI,-34.599106,-58.435696
SU,-34.576882,-58.435673
OF,-34.593882,-58.435670
OF,-34.614482,-58.435656
OF,-34.614482,-58.435656
OF,-34.614511,-58.435642
SU,-34.635430,-58.435609
SU,-34.566936,-58.435580
SU,-34.620028,-58.435564
SU,-34.620028,-58.435564
OF,-34.614495,-58.435527
SU,-34.580201,-58.435466
SU,-34.658279,-58.435424
SU,-34.599852,-58.435391
SU,-34.626021,-58.435390
SU,-34.570551,-58.435340
SU,-34.633506,-58.435285
SU,-34.583484,-58.435263
SU,-34.630385,-58.435213
SU,-34.568355,-58.435190
SU,-34.608830,-58.435145
OF,-34.568401,-58.435111
SU,-34.567565,-58.435109
SU,-34.621439,-58.435026
SU,-34.621439,-58.435026
SU,-34.655386,-58.435012
SU,-34.655386,-58.435012
SU,-34.655386,-58.435012
SU,-34.581300,-58.434916
SU,-34.588172,-58.434825
SU,-34.588172,-58.434825
SU,-34.657954,-58.434787
OF,-34.569189,-58.434777
OF,-34.569189,-58.434777
SU,-34.579306,-58.434735
RE,-34.617563,-58.434594
SU,-34.575679,-58.434588
SU,-34.634295,-58.434538
SU,-34.611089,-58.434494
SU,-34.611089,-58.434494
SU,-34.598248,-58.434353
DI,-34.598248,-58.434353
DI,-34.598248,-58.434353
SU,-34.575627,-58.434348
SU,-34.646029,-58.434311
OF,-34.599030,-58.434292
SU,-34.611995,-58.434268
SU,-34.611995,-58.434268
SU,-34.611995,-58.434268
SU,-34.564754,-58.434258
SU,-34.564754,-58.434258
SU,-34.657680,-58.434250
SU,-34.657680,-58.434250
SU,-34.657680,-58.434250
SU,-34.613356,-58.434168
SU,-34.613356,-58.434168
SU,-34.626994,-58.434138
OF,-34.610938,-58.434128
SU,-34.620110,-58.434122
SU,-34.575335,-58.434104
SU,-34.603125,-58.434100
SU,-34.603125,-58.434100
SU,-34.620138,-58.433906
SU,-34.620216,-58.433906
DI,-34.620780,-58.433870
SU,-34.574791,-58.433825
SU,-34.574791,-58.433825
SU,-34.589776,-58.433816
DI,-34.617200,-58.433778
SU,-34.570505,-58.433723
SU,-34.580108,-58.433721
SU,-34.580108,-58.433721
SU,-34.588979,-58.433706
SU,-34.630445,-58.433684
SU,-34.599735,-58.433635
DI,-34.609481,-58.433624
SU,-34.573866,-58.433592
SU,-34.573866,-58.433592
SU,-34.573866,-58.433592
SU,-34.587171,-58.433535
SU,-34.571411,-58.433516
SU,-34.602651,-58.433443
DI,-34.594628,-58.433404
OF,-34.603867,-58.433395
SU,-34.576206,-58.433305
SU,-34.576206,-58.433305
SU,-34.576206,-58.433305
SU,-34.642646,-58.433299
SU,-34.621347,-58.433109
SU,-34.621347,-58.433109
DI,-34.597437,-58.433089
SU,-34.622200,-58.432934
SU,-34.622200,-58.432934
SU,-34.622200,-58.432934
SU,-34.622200,-58.432934
SU,-34.596808,-58.432928
DI,-34.641921,-58.432918
SU,-34.655883,-58.432906
SU,-34.600710,-58.432869
SU,-34.600710,-58.432869
DI,-34.601755,-58.432869
DI,-34.641896,-58.432794
SU,-34.657680,-58.432791
SU,-34.579795,-58.432745
SU,-34.579795,-58.432745
SU,-34.601108,-58.432733
SU,-34.598520,-58.432681
SU,-34.640682,-58.432671
SU,-34.612991,-58.432665
SU,-34.571664,-58.432601
SU,-34.616472,-58.432553
SU,-34.572593,-58.432549
SU,-34.572593,-58.432549
OF,-34.601869,-58.432528
SU,-34.567350,-58.432476
SU,-34.595927,-58.432431
SU,-34.583490,-58.432400
DI,-34.622793,-58.432377
SU,-34.619920,-58.432356
SU,-34.571643,-58.432309
SU,-34.571643,-58.432309
SU,-34.589858,-58.432301
SU,-34.588898,-58.432300
SU,-34.625578,-58.432226
SU,-34.631810,-58.432220
SU,-34.631810,-58.432220
SU,-34.592623,-58.432214
SU,-34.623538,-58.432209
SU,-34.602192,-58.432199
SU,-34.567620,-58.432179
SU,-34.567620,-58.432179
SU,-34.567620,-58.432179
DI,-34.641764,-58.432135
SU,-34.615077,-58.432116
SU,-34.603658,-58.432049
SU,-34.618818,-58.432038
SU,-34.618818,-58.432038
SU,-34.618818,-58.432038
SU,-34.618818,-58.432038
SU,-34.618818,-58.432038
SU,-34.604390,-58.432035
SU,-34.648581,-58.432012
SU,-34.605085,-58.431975
SU,-34.618801,-58.431900
DI,-34.624025,-58.431888
SU,-34.599351,-58.431883
SU,-34.629664,-58.431836
SU,-34.638019,-58.431831
SU,-34.646731,-58.431823
SU,-34.646731,-58.431823
SU,-34.578601,-58.431817
SU,-34.578601,-58.431817
SU,-34.575600,-58.431798
SU,-34.648584,-58.431798
SU,-34.616136,-58.431783
SU,-34.602164,-58.431777
DI,-34.622615,-58.431751
SU,-34.608988,-58.431715
SU,-34.589143,-58.431693
SU,-34.657128,-58.431677
SU,-34.578800,-58.431675
OF,-34.594640,-58.431673
SU,-34.630196,-58.431667
SU,-34.606285,-58.431661
SU,-34.572573,-58.431628
SU,-34.576728,-58.431577
SU,-34.586314,-58.431564
SU,-34.623429,-58.431549
OF,-34.621018,-58.431542
SU,-34.589261,-58.431508
SU,-34.589261,-58.431508
SU,-34.664716,-58.431508
SU,-34.664716,-58.431508
SU,-34.664716,-58.431508
SU,-34.609408,-58.431462
SU,-34.655244,-58.431425
SU,-34.655244,-58.431425
SU,-34.655244,-58.431425
SU,-34.664830,-58.431414
SU,-34.664898,-58.431358
SU,-34.592314,-58.431350
SU,-34.594849,-58.431322
SU,-34.570133,-58.431275
SU,-34.570133,-58.431275
OP,-34.623381,-58.431263
SU,-34.634618,-58.431247
SU,-34.634618,-58.431247
SU,-34.608652,-58.431218
DI,-34.607346,-58.431214
SU,-34.602766,-58.431211
DI,-34.619777,-58.431179
SU,-34.645751,-58.431161
SU,-34.613094,-58.431129
SU,-34.642190,-58.431106
SU,-34.635300,-58.431104
SU,-34.635300,-58.431104
SU,-34.620625,-58.431096
SU,-34.625451,-58.431020
DI,-34.594802,-58.431013
SU,-34.608650,-58.430962
SU,-34.608650,-58.430962
SU,-34.608650,-58.430962
SU,-34.647678,-58.430960
SU,-34.610357,-58.430888
SU,-34.628036,-58.430775
SU,-34.628036,-58.430775
SU,-34.647673,-58.430720
SU,-34.637600,-58.430624
SU,-34.616728,-58.430582
SU,-34.591667,-58.430580
SU,-34.591667,-58.430580
SU,-34.575555,-58.430552
SU,-34.604535,-58.430527
SU,-34.604535,-58.430527
SU,-34.573422,-58.430527
SU,-34.588439,-58.430516
SU,-34.588439,-58.430516
SU,-34.617286,-58.430491
SU,-34.614259,-58.430483
SU,-34.610586,-58.430414
SU,-34.610586,-58.430414
SU,-34.610586,-58.430414
SU,-34.610586,-58.430414
DI,-34.608960,-58.430396
SU,-34.611010,-58.430388
SU,-34.658504,-58.430314
SU,-34.658504,-58.430314
DI,-34.623918,-58.430266
SU,-34.573288,-58.430238
SU,-34.573288,-58.430238
SU,-34.573288,-58.430238
SU,-34.651833,-58.430232
SU,-34.613328,-58.430192
SU,-34.613328,-58.430192
DI,-34.585844,-58.430189
SU,-34.614233,-58.430139
SU,-34.587234,-58.429979
SU,-34.633038,-58.429973
DI,-34.641378,-58.429953
SU,-34.634874,-58.429879
SU,-34.633017,-58.429845
SU,-34.594590,-58.429778
SU,-34.585968,-58.429741
SU,-34.585968,-58.429741
SU,-34.620432,-58.429630
SU,-34.627312,-58.429599
SU,-34.632800,-58.429547
SU,-34.595134,-58.429503
SU,-34.641275,-58.429463
SU,-34.641275,-58.429463
SU,-34.622418,-58.429437
SU,-34.590913,-58.429431
SU,-34.604933,-58.429421
SU,-34.590856,-58.429345
SU,-34.592007,-58.429310
SU,-34.606903,-58.429199
SU,-34.614988,-58.429196
SU,-34.577436,-58.429179
SU,-34.644162,-58.429156
SU,-34.590576,-58.429116
SU,-34.609064,-58.429115
SU,-34.610814,-58.428954
SU,-34.623991,-58.428917
DI,-34.590574,-58.428915
SU,-34.634786,-58.428911
RE,-34.604209,-58.428890
SU,-34.627229,-58.428880
SU,-34.584219,-58.428875
SU,-34.645967,-58.428821
SU,-34.645967,-58.428821
SU,-34.643057,-58.428819
DI,-34.595894,-58.428782
SU,-34.661718,-58.428707
SU,-34.645520,-58.428700
SU,-34.583440,-58.428660
OF,-34.611517,-58.428649
SU,-34.605001,-58.428642
SU,-34.577593,-58.428597
SU,-34.597236,-58.428580
SU,-34.635424,-58.428494
SU,-34.577631,-58.428488
SU,-34.579751,-58.428463
SU,-34.579751,-58.428463
SU,-34.579751,-58.428463
SU,-34.619297,-58.428452
SU,-34.601155,-58.428418
DI,-34.622082,-58.428372
SU,-34.594226,-58.428314
SU,-34.613365,-58.428274
SU,-34.632212,-58.428268
SU,-34.583492,-58.428228
SU,-34.577728,-58.428191
SU,-34.577728,-58.428191
SU,-34.638435,-58.428100
SU,-34.595623,-58.428088
SU,-34.638626,-58.428051
SU,-34.630777,-58.428040
SU,-34.627247,-58.427988
SU,-34.594538,-58.427893
SU,-34.605049,-58.427791
SU,-34.605049,-58.427791
OF,-34.608100,-58.427766
SU,-34.612982,-58.427731
OP,-34.585697,-58.427666
SU,-34.588228,-58.427594
SU,-34.605671,-58.427586
DI,-34.625095,-58.427582
SU,-34.661660,-58.427557
SU,-34.622803,-58.427542
SU,-34.651997,-58.427403
RE,-34.651997,-58.427403
SU,-34.635245,-58.427393
SU,-34.643210,-58.427390
SU,-34.610451,-58.427352
SU,-34.649014,-58.427325
SU,-34.649014,-58.427325
SU,-34.581056,-58.427282
SU,-34.581056,-58.427282
SU,-34.581056,-58.427282
SU,-34.660881,-58.427187
SU,-34.639775,-58.427119
DI,-34.624991,-58.427100
SU,-34.610411,-58.427086
SU,-34.580877,-58.426977
SU,-34.618096,-58.426897
SU,-34.618096,-58.426897
SU,-34.657959,-58.426752
SU,-34.583228,-58.426664
SU,-34.569616,-58.426662
SU,-34.643645,-58.426659
SU,-34.594447,-58.426646
SU,-34.581145,-58.426619
DI,-34.593132,-58.426500
SU,-34.604304,-58.426477
SU,-34.629382,-58.426440
SU,-34.628209,-58.426378
SU,-34.644807,-58.426356
SU,-34.644807,-58.426356
SU,-34.615966,-58.426321
SU,-34.635990,-58.426311
SU,-34.620582,-58.426307
SU,-34.583325,-58.426149
SU,-34.614134,-58.426098
SU,-34.623478,-58.426045
SU,-34.623478,-58.426045
SU,-34.645500,-58.426036
SU,-34.615852,-58.425968
SU,-34.635927,-58.425944
SU,-34.641335,-58.425934
SU,-34.615492,-58.425895
SU,-34.580020,-58.425890
SU,-34.599214,-58.425884
SU,-34.599214,-58.425884
SU,-34.599214,-58.425884
SU,-34.599214,-58.425884
SU,-34.615867,-58.425877
SU,-34.615867,-58.425877
SU,-34.641529,-58.425820
SU,-34.641435,-58.425806
SU,-34.579329,-58.425768
SU,-34.579329,-58.425768
SU,-34.643058,-58.425725
SU,-34.593036,-58.425694
SU,-34.652855,-58.425679
SU,-34.583634,-58.425674
SU,-34.644742,-58.425649
SU,-34.659935,-58.425604
SU,-34.641351,-58.425456
SU,-34.601010,-58.425355
SU,-34.601010,-58.425355
SU,-34.652396,-58.425313
SU,-34.627482,-58.425206
SU,-34.585461,-58.425126
DI,-34.633546,-58.425118
SU,-34.598932,-58.425108
SU,-34.622358,-58.425096
SU,-34.582471,-58.425072
SU,-34.605910,-58.425036
SU,-34.581361,-58.424982
SU,-34.581361,-58.424982
SU,-34.642278,-58.424950
SU,-34.640992,-58.424897
SU,-34.642325,-58.424892
SU,-34.589686,-58.424850
SU,-34.597363,-58.424844
SU,-34.619200,-58.424760
SU,-34.621542,-58.424731
SU,-34.600257,-58.424665
SU,-34.607729,-58.424594
OF,-34.607729,-58.424594
SU,-34.646518,-58.424593
SU,-34.577512,-58.424538
SU,-34.641136,-58.424510
SU,-34.610340,-58.424504
SU,-34.652996,-58.424476
SU,-34.653044,-58.424406
SU,-34.653044,-58.424406
SU,-34.621492,-58.424388
SU,-34.583256,-58.424257
SU,-34.600303,-58.424196
SU,-34.641442,-58.424147
SU,-34.641442,-58.424147
SU,-34.587365,-58.424057
SU,-34.614870,-58.424051
SU,-34.621445,-58.424005
SU,-34.591709,-58.423982
SU,-34.585961,-58.423936
SU,-34.584390,-58.423800
SU,-34.578696,-58.423757
SU,-34.608698,-58.423744
SU,-34.578511,-58.423736
SU,-34.645700,-58.423736
SU,-34.622360,-58.423639
SU,-34.585219,-58.423603
SU,-34.628746,-58.423588
SU,-34.598845,-58.423583
SU,-34.583417,-58.423569
SU,-34.647682,-58.423564
SU,-34.633588,-58.423552
SU,-34.597737,-58.423551
SU,-34.592389,-58.423505
SU,-34.623826,-58.423423
OF,-34.630027,-58.423423
RE,-34.582482,-58.423419
RE,-34.582482,-58.423419
SU,-34.600464,-58.423367
SU,-34.600464,-58.423367
SU,-34.590751,-58.423358
SU,-34.622405,-58.423291
SU,-34.643063,-58.423276
SU,-34.641553,-58.423252
SU,-34.641553,-58.423252
SU,-34.627198,-58.423240
SU,-34.645176,-58.423186
SU,-34.582156,-58.423013
SU,-34.595634,-58.422996
SU,-34.595634,-58.422996
DI,-34.595634,-58.422996
SU,-34.644983,-58.422985
OF,-34.608514,-58.422891
SU,-34.616870,-58.422881
SU,-34.616870,-58.422881
SU,-34.616870,-58.422881
SU,-34.573574,-58.422761
SU,-34.573574,-58.422761
SU,-34.632176,-58.422743
SU,-34.626490,-58.422715
OF,-34.631993,-58.422485
SU,-34.596435,-58.422455
SU,-34.606051,-58.422409
SU,-34.606051,-58.422409
OF,-34.628024,-58.422402
DI,-34.628024,-58.422402
DI,-34.628024,-58.422402
SU,-34.590810,-58.422379
OF,-34.608504,-58.422359
SU,-34.612515,-58.422215
SU,-34.645901,-58.422177
SU,-34.621472,-58.422094
SU,-34.572589,-58.422088
SU,-34.640660,-58.422074
OF,-34.630528,-58.421960
SU,-34.649035,-58.421935
SU,-34.597645,-58.421889
SU,-34.597645,-58.421889
SU,-34.624134,-58.421879
SU,-34.624134,-58.421879
SU,-34.599431,-58.421828
SU,-34.600631,-58.421681
SU,-34.600631,-58.421681
SU,-34.610929,-58.421608
SU,-34.626016,-58.421510
SU,-34.654415,-58.421468
SU,-34.627634,-58.421427
SU,-34.629486,-58.421398
SU,-34.591538,-58.421352
SU,-34.591635,-58.421323
SU,-34.626909,-58.421292
SU,-34.581647,-58.421279
SU,-34.581647,-58.421279
SU,-34.581647,-58.421279
SU,-34.643484,-58.421218
SU,-34.616695,-58.421187
OF,-34.603238,-58.421148
SU,-34.649770,-58.421081
SU,-34.649770,-58.421081
SU,-34.649770,-58.421081
SU,-34.649770,-58.421081
SU,-34.597660,-58.421060
OF,-34.608643,-58.421019
SU,-34.637610,-58.420996
DI,-34.595427,-58.420964
SU,-34.643852,-58.420939
SU,-34.591533,-58.420872
SU,-34.591533,-58.420872
SU,-34.642497,-58.420802
SU,-34.629740,-58.420744
SU,-34.650284,-58.420701
SU,-34.601784,-58.420696
SU,-34.590282,-58.420652
SU,-34.590282,-58.420652
SU,-34.655045,-58.420595
SU,-34.618564,-58.420584
SU,-34.589893,-58.420584
SU,-34.600400,-58.420493
SU,-34.596530,-58.420438
SU,-34.582250,-58.420350
SU,-34.642096,-58.420242
SU,-34.645818,-58.420214
OF,-34.637706,-58.420164
SU,-34.652610,-58.420148
SU,-34.652667,-58.420078
SU,-34.606057,-58.420046
SU,-34.641165,-58.420027
SU,-34.611098,-58.419947
SU,-34.600815,-58.419932
SU,-34.645332,-58.419931
OP,-34.647155,-58.419927
SU,-34.643368,-58.419911
SU,-34.643368,-58.419911
SU,-34.643368,-58.419911
SU,-34.647824,-58.419897
SU,-34.647824,-58.419897
SU,-34.643488,-58.419826
SU,-34.643488,-58.419826
SU,-34.600732,-58.419779
SU,-34.600732,-58.419779
SU,-34.600732,-58.419779
SU,-34.594224,-58.419643
SU,-34.611311,-58.419605
SU,-34.611311,-58.419605
SU,-34.611311,-58.419605
SU,-34.640908,-58.419601
SU,-34.620608,-58.419572
SU,-34.593526,-58.419528
SU,-34.593526,-58.419528
SU,-34.593526,-58.419528
SU,-34.593526,-58.419528
RE,-34.593526,-58.419528
SU,-34.609647,-58.419521
SU,-34.629476,-58.419504
SU,-34.600758,-58.419498
SU,-34.620420,-58.419480
SU,-34.646720,-58.419447
SU,-34.641058,-58.419442
SU,-34.641058,-58.419442
SU,-34.622664,-58.419395
SU,-34.622664,-58.419395
OF,-34.601817,-58.419361
OF,-34.601657,-58.419339
SU,-34.623387,-58.419263
DI,-34.623387,-58.419263
SU,-34.622607,-58.419240
OF,-34.601568,-58.419227
SU,-34.633787,-58.419213
SU,-34.609626,-58.419186
SU,-34.609626,-58.419186
OF,-34.599735,-58.419092
SU,-34.645208,-58.419084
SU,-34.642174,-58.419074
SU,-34.642174,-58.419074
OF,-34.600484,-58.419069
OF,-34.600171,-58.419030
SU,-34.605239,-58.419025
SU,-34.600015,-58.419009
SU,-34.619771,-58.419003
SU,-34.642051,-58.418950
SU,-34.652256,-58.418941
SU,-34.652256,-58.418941
OF,-34.598954,-58.418928
DI,-34.554262,-58.418915
OF,-34.629162,-58.418884
SU,-34.573388,-58.418848
SU,-34.573388,-58.418848
SU,-34.642023,-58.418801
SU,-34.602072,-58.418622
SU,-34.595902,-58.418552
SU,-34.595902,-58.418552
SU,-34.645482,-58.418449
SU,-34.612669,-58.418381
SU,-34.612669,-58.418381
RE,-34.631568,-58.418357
SU,-34.643216,-58.418337
SU,-34.634363,-58.418302
SU,-34.644274,-58.418256
SU,-34.616709,-58.418235
SU,-34.616709,-58.418235
DI,-34.616709,-58.418235
SU,-34.646279,-58.418145
SU,-34.599884,-58.418134
SU,-34.604155,-58.418091
SU,-34.645221,-58.418084
SU,-34.645221,-58.418084
SU,-34.645221,-58.418084
SU,-34.646282,-58.417955
OF,-34.632502,-58.417870
DI,-34.612393,-58.417834
SU,-34.641941,-58.417827
RE,-34.651750,-58.417782
SU,-34.584021,-58.417778
SU,-34.584021,-58.417778
DI,-34.584021,-58.417778
SU,-34.647740,-58.417642
SU,-34.646184,-58.417457
SU,-34.647394,-58.417309
SU,-34.644252,-58.417259
SU,-34.642990,-58.417127
SU,-34.642990,-58.417127
SU,-34.642990,-58.417127
SU,-34.647395,-58.417127
SU,-34.610846,-58.417084
SU,-34.610846,-58.417084
SU,-34.590533,-58.417053
RE,-34.602369,-58.417031
DI,-34.629206,-58.416848
SU,-34.625624,-58.416836
OF,-34.625624,-58.416836
SU,-34.602954,-58.416680
SU,-34.602954,-58.416680
SU,-34.600248,-58.416637
SU,-34.600248,-58.416637
SU,-34.645238,-58.416486
SU,-34.645238,-58.416486
SU,-34.622278,-58.416465
SU,-34.631529,-58.416460
SU,-34.613521,-58.416393
SU,-34.580741,-58.416336
SU,-34.607100,-58.416322
SU,-34.636777,-58.416303
SU,-34.600741,-58.416246
SU,-34.601162,-58.416238
SU,-34.619823,-58.416233
SU,-34.623446,-58.416191
SU,-34.588803,-58.416147
SU,-34.588803,-58.416147
SU,-34.647379,-58.416102
SU,-34.607933,-58.416101
SU,-34.607933,-58.416101
SU,-34.637405,-58.416075
SU,-34.637405,-58.416075
SU,-34.608439,-58.416032
SU,-34.605200,-58.415996
SU,-34.609967,-58.415939
SU,-34.609967,-58.415939
SU,-34.654537,-58.415844
SU,-34.654537,-58.415844
SU,-34.654537,-58.415844
SU,-34.654537,-58.415844
DI,-34.629979,-58.415812
RE,-34.646509,-58.415671
OF,-34.635221,-58.415671
SU,-34.640655,-58.415523
DI,-34.586169,-58.415522
SU,-34.628961,-58.415445
SU,-34.628961,-58.415445
SU,-34.596544,-58.415388
SU,-34.596544,-58.415388
SU,-34.596544,-58.415388
SU,-34.596544,-58.415388
SU,-34.596544,-58.415388
SU,-34.596544,-58.415388
SU,-34.596768,-58.415361
SU,-34.630642,-58.415338
SU,-34.633924,-58.415312
SU,-34.652929,-58.415217
SU,-34.610713,-58.415205
SU,-34.610713,-58.415205
SU,-34.610713,-58.415205
OF,-34.635173,-58.415204
SU,-34.631843,-58.415113
SU,-34.631843,-58.415113
SU,-34.635259,-58.415043
SU,-34.635284,-58.415032
SU,-34.641426,-58.415016
OF,-34.627854,-58.414901
SU,-34.598926,-58.414873
SU,-34.596694,-58.414850
SU,-34.587306,-58.414768
SU,-34.626761,-58.414738
SU,-34.626761,-58.414738
SU,-34.626761,-58.414738
OF,-34.606940,-58.414716
SU,-34.625171,-58.414639
DI,-34.644620,-58.414546
SU,-34.610367,-58.414455
SU,-34.610367,-58.414455
SU,-34.590101,-58.414387
SU,-34.590101,-58.414387
SU,-34.590101,-58.414387
SU,-34.585407,-58.414365
OF,-34.599844,-58.414250
SU,-34.592147,-58.414236
SU,-34.607223,-58.414222
SU,-34.580224,-58.414189
OF,-34.599243,-58.414115
SU,-34.623370,-58.414107
SU,-34.652360,-58.414084
SU,-34.619013,-58.414068
SU,-34.634729,-58.414043
SU,-34.584175,-58.414034
SU,-34.625104,-58.413998
RE,-34.595681,-58.413918
RE,-34.595681,-58.413918
SU,-34.591547,-58.413858
SU,-34.590309,-58.413801
DI,-34.590309,-58.413801
SU,-34.620654,-58.413774
SU,-34.587440,-58.413772
SU,-34.587440,-58.413772
SU,-34.587440,-58.413772
SU,-34.620861,-58.413756
SU,-34.604187,-58.413744
SU,-34.604187,-58.413744
SU,-34.621246,-58.413715
SU,-34.626011,-58.413558
SU,-34.633397,-58.413519
OF,-34.633397,-58.413519
SU,-34.596753,-58.413515
SU,-34.625693,-58.413466
SU,-34.625745,-58.413461
SU,-34.589944,-58.413444
SU,-34.589944,-58.413444
DI,-34.590821,-58.413434
DI,-34.591367,-58.413385
OF,-34.633465,-58.413378
SU,-34.598355,-58.413286
DI,-34.580402,-58.413267
SU,-34.655846,-58.413248
SU,-34.655846,-58.413248
DI,-34.591192,-58.413227
SU,-34.634474,-58.413196
OF,-34.634474,-58.413196
SU,-34.592488,-58.413119
